idx,ts_system,world_frame,base_frame,x,y,z,qx,qy,qz,qw,yaw_rad,basename,original_timestamp
147,147.000000000,map3d,camera,1.238963723,-0.040777903,8.219055176,0.011952407281,0.990511740373,0.008241992640,-0.136659071052,3.119333093186,000147,117.301101273
148,148.000000000,map3d,camera,1.218792200,-0.035458595,8.099372864,0.012583108891,0.985294898403,0.008044947325,-0.170208423337,3.118174892114,000148,118.099067948
149,149.000000000,map3d,camera,1.205112100,-0.026550390,8.014144897,0.011018363557,0.978271387912,0.008398644826,-0.206865052686,3.121814328128,000149,118.897034623
150,150.000000000,map3d,camera,1.178822279,-0.027524270,7.921205521,0.012428046687,0.967059137320,0.008431410553,-0.254108401865,3.118907037050,000150,119.695001299
151,151.000000000,map3d,camera,1.149818420,-0.011076598,7.830234528,0.009435065483,0.949035046096,0.007946362539,-0.314929065256,3.125494284970,000151,120.492967974
152,152.000000000,map3d,camera,1.103677869,-0.017662037,7.765604019,0.010879936891,0.927570097764,0.009776511952,-0.373362773347,3.123724811771,000152,121.290934649
153,153.000000000,map3d,camera,1.075762033,-0.009231734,7.687828541,0.009360551784,0.899551313462,0.008886022656,-0.436624384478,3.126912620289,000153,122.088901325
154,154.000000000,map3d,camera,1.019117713,0.001324631,7.624392986,0.008420032934,0.867596686801,0.008546085575,-0.497123783899,3.129501605215,000154,122.886868000
155,155.000000000,map3d,camera,0.955902815,0.006634953,7.574557781,0.006508703957,0.855014622352,0.008052101133,-0.518500526522,3.135578320568,000155,123.684834675
156,156.000000000,map3d,camera,0.889137924,0.000332121,7.520845413,0.006823349039,0.841082993398,0.008242589378,-0.540800240241,3.135416928341,000156,124.482801351
157,157.000000000,map3d,camera,0.812072754,0.009870279,7.479785919,0.005556712373,0.827121226244,0.007043643503,-0.561951943791,3.138129269746,000157,125.280768026
158,158.000000000,map3d,camera,0.746223986,0.008188020,7.435963631,0.004829627267,0.795805529647,0.006870529698,-0.605494037547,-3.139218364634,000158,126.078734701
159,159.000000000,map3d,camera,0.694441915,0.010620905,7.406886101,0.003865780604,0.751107962756,0.006207618365,-0.660138886523,-3.122992930483,000159,126.876701377
160,160.000000000,map3d,camera,0.632647991,0.013297744,7.382508278,-0.003342576292,-0.700167180636,-0.005502271836,0.713949908151,-0.161686487206,000160,127.674668052
161,161.000000000,map3d,camera,0.571733713,0.007486965,7.370719910,-0.002122308462,-0.663487548460,-0.005650091408,0.748162980448,-0.047144173873,000161,128.472634727
162,162.000000000,map3d,camera,0.469673693,0.011859719,7.393239975,-0.002532694493,-0.671433263533,-0.003660269357,0.741051658461,-0.020579509486,000162,129.270601403
163,163.000000000,map3d,camera,0.406481653,0.010392796,7.386746883,-0.001496911559,-0.651674211764,-0.003567465606,0.758489125938,-0.022973401178,000163,130.068568078
164,164.000000000,map3d,camera,0.323319316,0.010687968,7.374911308,-0.000370854991,-0.601118695449,-0.004414023468,0.799147478783,-0.023831345835,000164,130.866534753
165,165.000000000,map3d,camera,0.259790480,0.008330209,7.382782936,-0.000133438439,-0.565634848457,-0.004595822712,0.824643000831,-0.020628689310,000165,131.664501429
166,166.000000000,map3d,camera,0.179720640,0.012232715,7.407380581,-0.000943997588,-0.578399736203,-0.005361129545,0.815735320014,-0.023131763867,000166,132.462468104
167,167.000000000,map3d,camera,0.104908302,0.010997776,7.435202599,-0.000694498808,-0.559157215414,-0.004450697724,0.829049405893,-0.017622851729,000167,133.260434779
168,168.000000000,map3d,camera,0.018553674,0.012875676,7.451993942,-0.001151894028,-0.523067674524,-0.005127244476,0.852274951159,-0.016640414164,000168,134.058401455
169,169.000000000,map3d,camera,-0.039487004,0.011221616,7.481261253,-0.001033693401,-0.540558065101,-0.004670082721,0.841293111858,-0.016218692725,000169,134.856368130
170,170.000000000,map3d,camera,-0.127230272,0.012413634,7.536868572,-0.001835446288,-0.572105666556,-0.005977725953,0.820156085282,-0.022309590467,000170,135.654334805
171,171.000000000,map3d,camera,-0.185052037,0.012168385,7.560112953,-0.002086410578,-0.594913769412,-0.005015904273,0.803771170520,-0.019103174703,000171,136.452301481
172,172.000000000,map3d,camera,-0.256483316,0.014256424,7.587005615,-0.001787325071,-0.602520214219,-0.005492293557,0.798082722303,-0.024140364300,000172,137.250268156
173,173.000000000,map3d,camera,-0.317706168,0.013696341,7.602452278,-0.001259658765,-0.571418074933,-0.005617187541,0.820638924317,-0.022422846937,000173,138.048234831
174,174.000000000,map3d,camera,-0.406548202,0.016570408,7.599336147,-0.001307924259,-0.498040851124,-0.005375444004,0.867135920457,-0.015915370768,000174,138.846201507
175,175.000000000,map3d,camera,-0.473316610,0.016142573,7.618001938,-0.000881242814,-0.484842782207,-0.003862566208,0.874592351061,-0.011138711708,000175,139.644168182
176,176.000000000,map3d,camera,-0.505012035,0.016408907,7.670207024,-0.000761548386,-0.533258479690,-0.005494046242,0.845934175535,-0.019669989976,000176,140.442134857
177,177.000000000,map3d,camera,-0.595738113,0.017874256,7.717862129,-0.000841008399,-0.558562021862,-0.004322275882,0.829451070510,-0.016570452755,000177,141.240101533
178,178.000000000,map3d,camera,-0.680765033,0.019662853,7.758395195,0.000164921768,-0.564767755001,-0.004817542590,0.825235812962,-0.022473743658,000178,142.038068208
179,179.000000000,map3d,camera,-0.794784904,0.021828379,7.803312302,0.000689545462,-0.591965903192,-0.004895410603,0.805947845050,-0.029102867541,000179,142.836034883
180,180.000000000,map3d,camera,-0.897147655,0.020412177,7.827522278,0.000138508698,-0.609073466781,-0.005718871532,0.793093176990,-0.035799228645,000180,143.634001558
181,181.000000000,map3d,camera,-0.961038947,0.020775981,7.849649429,0.000267010191,-0.614822313687,-0.006401894580,0.788639630657,-0.042719734376,000181,144.431968234
182,182.000000000,map3d,camera,-1.010331273,0.021574371,7.861839771,-0.000499993490,-0.616006969935,-0.006588248476,0.787712992136,-0.040492155682,000182,145.229934909
183,183.000000000,map3d,camera,-1.061649561,0.023966502,7.869236946,-0.000119472109,-0.601381129168,-0.006678607313,0.798934364896,-0.038044308412,000183,146.027901584
184,184.000000000,map3d,camera,-1.230939746,0.020728659,7.902557373,-0.000692677018,-0.553382587779,-0.005148701528,0.832910993212,-0.020153513742,000184,146.825868260
185,185.000000000,map3d,camera,-1.292404413,0.023800895,7.932305336,-0.000390382452,-0.556484471737,-0.005081471614,0.830842379133,-0.021040913228,000185,147.623834935
186,186.000000000,map3d,camera,-1.379506469,0.027443429,7.979268551,-0.001257414425,-0.605951885787,-0.006442815799,0.795474211489,-0.032848060204,000186,148.421801610
187,187.000000000,map3d,camera,-1.447319746,0.026717715,7.991251945,-0.000842408945,-0.575774973190,-0.006078602742,0.817585176715,-0.026617860642,000187,149.219768286
188,188.000000000,map3d,camera,-1.499961972,0.027289165,8.016890526,-0.000763486193,-0.582783033856,-0.004688916846,0.812613909921,-0.020985389235,000188,150.017734961
189,189.000000000,map3d,camera,-1.628315926,0.029723071,8.061295509,-0.000476368960,-0.635959579191,-0.004861139703,0.771706910704,-0.036081469369,000189,150.815701636
190,190.000000000,map3d,camera,-1.686666727,0.027909437,8.045020103,0.000607048722,-0.546867247446,-0.004110757747,0.837209022188,-0.018779154869,000190,151.613668312
191,191.000000000,map3d,camera,-1.753117204,0.026106980,8.051137924,0.000354016602,-0.480591886757,-0.003297088534,0.876938106290,-0.011379605503,000191,152.411634987
192,192.000000000,map3d,camera,-1.838132858,0.023944164,8.098503113,-0.000134445761,-0.479694881115,-0.003107737423,0.877429851854,-0.009864425252,000192,153.209601662
193,193.000000000,map3d,camera,-1.920308113,0.027835786,8.155845642,0.001509638295,-0.501318277135,-0.003196298457,0.865255736576,-0.014164123373,000193,154.007568338
194,194.000000000,map3d,camera,-2.042537451,0.027310479,8.225254059,0.001948534567,-0.527321934132,-0.005167041183,0.849647622654,-0.024409527405,000194,154.805535013
195,195.000000000,map3d,camera,-2.167801619,0.029464621,8.293750763,0.002365162750,-0.547363223383,-0.005634319388,0.836872847055,-0.029985815571,000195,155.603501688
196,196.000000000,map3d,camera,-2.306967497,0.031089375,8.350393295,0.002143634414,-0.535075549867,-0.005457604152,0.844783863082,-0.026939958885,000196,156.401468364
197,197.000000000,map3d,camera,-2.424735546,0.028629677,8.405563354,0.001447399346,-0.509774275139,-0.006325397941,0.860283722259,-0.025732497249,000197,157.199435039
198,198.000000000,map3d,camera,-2.452159166,0.030805683,8.420055389,0.001738359747,-0.528936147447,-0.005688509086,0.848640778477,-0.026093684029,000198,157.997401714
199,199.000000000,map3d,camera,-2.493453026,0.029719345,8.464771271,0.001381146465,-0.592356732734,-0.008113369759,0.805633767199,-0.049303525778,000199,158.795368390
200,200.000000000,map3d,camera,-2.562518597,0.031749241,8.507627487,0.000067008368,-0.669568340688,-0.006039398463,0.742725897169,-0.087505047510,000200,159.593335065
201,201.000000000,map3d,camera,-2.665884256,0.031068213,8.530761719,0.001420188789,0.764981099006,0.008346774670,-0.643997074978,-3.091334850882,000201,160.391301740
202,202.000000000,map3d,camera,-2.705541372,0.030415565,8.530588150,0.001751492658,0.788481307034,0.008748375143,-0.614994005388,-3.108764889147,000202,161.189268416
203,203.000000000,map3d,camera,-2.804119825,0.030717235,8.487529755,0.001474224228,0.743519027414,0.007529966433,-0.668670757655,-3.067237552823,000203,161.987235091
204,204.000000000,map3d,camera,-2.825371742,0.034859121,8.481898308,0.000701932245,0.710135696935,0.006793760621,-0.704031706706,-2.362492083445,000204,162.785201766
205,205.000000000,map3d,camera,-2.863321781,0.036534287,8.467664719,-0.000594103244,-0.668789496630,-0.005882900419,0.743428307049,-0.075326678018,000205,163.583168442
206,206.000000000,map3d,camera,-2.905194759,0.036419749,8.458343506,0.000639096999,-0.621569635929,-0.005099126955,0.783342056927,-0.038630687673,000206,164.381135117
207,207.000000000,map3d,camera,-2.932271481,0.039803904,8.442661285,0.001999185018,-0.563901298451,-0.004285636221,0.825828651832,-0.025635164283,000207,165.179101792
208,208.000000000,map3d,camera,-2.929818630,0.037805252,8.443717957,0.001272718442,-0.563782864056,-0.004586041256,0.825909335587,-0.024731377257,000208,165.977068468
209,209.000000000,map3d,camera,-2.960263252,0.037250303,8.433906555,0.001553238784,-0.505100373428,-0.003970330728,0.863050077739,-0.017196592342,000209,166.775035143
210,210.000000000,map3d,camera,-2.994452477,0.035413086,8.430410385,0.001615631807,-0.439074344971,-0.004003348233,0.898440361140,-0.014016609510,000210,167.573001818
211,211.000000000,map3d,camera,-2.993881702,0.037711963,8.435849190,0.002472471293,-0.438368073470,-0.003889030215,0.898783730656,-0.014875371879,000211,168.370968494
212,212.000000000,map3d,camera,-3.024182558,0.036196478,8.431981087,0.002587264848,-0.379312764600,-0.003245066028,0.925259208124,-0.011186793733,000212,169.168935169
213,213.000000000,map3d,camera,-3.044175148,0.034676787,8.431198120,0.002663924943,-0.315879501551,-0.001878455043,0.948793715942,-0.006555719973,000213,169.966901844
214,214.000000000,map3d,camera,-3.075466394,0.032728396,8.435549736,0.002261972375,-0.241114949879,-0.000075207149,0.970493925159,-0.001399488593,000214,170.764868520
215,215.000000000,map3d,camera,-3.113593817,0.032952957,8.446493149,0.002470964464,-0.159116975196,0.000073031563,0.987256642016,-0.000676393024,000215,171.562835195
216,216.000000000,map3d,camera,-3.135690212,0.030545393,8.455987930,0.004563746571,-0.070332019759,-0.000016469529,0.997513197378,-0.000681554818,000216,172.360801870
217,217.000000000,map3d,camera,-3.146827698,0.029935909,8.459058762,0.003782335980,-0.028683771563,0.002011730928,0.999579355590,0.003811069696,000217,173.158768545
218,218.000000000,map3d,camera,-3.169572115,0.030052457,8.470136642,0.003985069523,0.031467604362,0.002588463804,0.999493476193,0.005435891309,000218,173.956735221
219,219.000000000,map3d,camera,-3.182385683,0.025704235,8.485176086,0.004858005905,0.100536187008,0.000250061149,0.994921510648,0.001504812140,000219,174.754701896
220,220.000000000,map3d,camera,-3.218645096,0.026542891,8.495827675,0.005899248220,0.180457604882,0.002200438732,0.983562611012,0.006907516974,000220,175.552668571
221,221.000000000,map3d,camera,-3.229775906,0.027993109,8.531920433,0.008641439326,0.308209882130,0.000568858681,0.951278965648,0.007912106721,000221,176.350635247
222,222.000000000,map3d,camera,-3.235214233,0.029748224,8.537431717,0.009602576442,0.384873219694,0.002737832705,0.922915434674,0.017682668302,000222,177.148601922
223,223.000000000,map3d,camera,-3.232017756,0.028957089,8.567119598,0.011055275984,0.445333155099,0.003307769925,0.895290578807,0.026131098094,000223,177.946568597
224,224.000000000,map3d,camera,-3.234670162,0.029970346,8.623915672,0.011427896097,0.522004545238,0.003293099641,0.852859785332,0.038547709419,000224,178.744535273
225,225.000000000,map3d,camera,-3.235357285,0.029507933,8.663838387,0.015244059079,0.596467287188,0.004236998505,0.802481427711,0.086413465534,000225,179.542501948
226,226.000000000,map3d,camera,-3.180056334,0.026341833,8.735527992,0.013676419151,0.670723261434,0.000340079587,0.741581517081,0.185846594985,000226,180.340468623
227,227.000000000,map3d,camera,-3.197034121,0.016600091,8.699542999,0.011695366372,0.727887248148,0.005931179076,0.685571435740,2.742825035011,000227,181.138435299
228,228.000000000,map3d,camera,-3.206269503,0.007801995,8.734659195,0.016152902971,0.783052496809,0.006677176557,0.621709969584,2.994279843489,000228,181.936401974
229,229.000000000,map3d,camera,-3.175771475,0.006627356,8.781871796,0.013834537072,0.858050808521,0.008573448809,0.513306839576,3.072848648937,000229,182.734368649
230,230.000000000,map3d,camera,-3.090460777,0.014850190,8.769249916,0.016332763984,0.906749436757,0.011653899396,0.421192220240,3.080494732987,000230,183.532335325
231,231.000000000,map3d,camera,-2.974269390,0.003211485,8.790252686,0.013239887603,0.940198826007,0.012721986022,0.340130892485,3.097950221247,000231,184.330302000
232,232.000000000,map3d,camera,-3.056753397,0.027626324,8.764750481,0.018546758528,0.961087150934,0.012569768058,0.275335262885,3.091413914765,000232,185.128268675
233,233.000000000,map3d,camera,-3.027866364,0.042614620,8.782176018,0.020231743289,0.982469379750,0.010648847363,0.185016746449,3.094679987575,000233,185.926235351
234,234.000000000,map3d,camera,-2.960504770,0.030810125,8.729956627,0.022045699950,0.996369531378,0.014678980835,0.080909032732,3.094659917753,000234,186.724202026
235,235.000000000,map3d,camera,-2.905225515,0.061022587,8.677671432,0.013967988634,0.999459651149,0.006553987570,0.029023202187,3.113240091207,000235,187.522168701
236,236.000000000,map3d,camera,-2.881177187,0.064266659,8.639729500,0.013162631082,0.999773646425,0.006038264150,-0.015586546220,3.115445772382,000236,188.320135377
237,237.000000000,map3d,camera,-2.936549902,0.063276954,8.477298737,0.007072978329,0.999259859639,0.006005565268,-0.037331475694,3.127866788579,000237,189.118102052
238,238.000000000,map3d,camera,-2.909546375,0.070201457,8.464774132,0.007034763043,0.999076978205,0.007844920872,-0.041643258103,3.128142317031,000238,189.916068727
239,239.000000000,map3d,camera,-2.868672132,0.065017149,8.441842079,0.011758514573,0.999476080250,0.007589366204,-0.029183965868,3.118489281292,000239,190.714035403
240,240.000000000,map3d,camera,-2.891029835,0.071292713,8.338920593,0.008537930951,0.999841601205,0.006711031429,-0.014101003229,3.124701186856,000240,191.512002078
241,241.000000000,map3d,camera,-2.852691650,0.047290511,8.320928574,0.007160879537,0.998916360948,0.008467051486,-0.045201047257,3.127995732657,000241,192.309968753
242,242.000000000,map3d,camera,-2.867305279,0.064362846,8.334410667,0.012284343581,0.997277248904,0.006663573416,-0.072407047379,3.117803659613,000242,193.107935429
243,243.000000000,map3d,camera,-2.786533833,0.062467407,8.235372543,0.010579976381,0.998692301022,0.008806070499,-0.049236217367,3.121227028474,000243,193.905902104
244,244.000000000,map3d,camera,-2.771119118,0.068596974,8.314887047,0.012802595129,0.999822227447,0.003600903492,0.013365648299,3.115883807096,000244,194.703868779
245,245.000000000,map3d,camera,-2.909252167,0.069674291,8.155854225,0.011999254873,0.996469655137,0.006035141048,0.082872319542,3.116329595858,000245,195.501835455
246,246.000000000,map3d,camera,-2.907772064,0.068582863,8.084524155,0.012096724172,0.991592579771,0.006404025985,0.128673281839,3.115074699085,000246,196.299802130
247,247.000000000,map3d,camera,-2.904146671,0.069265977,8.001632690,0.011525655030,0.984729207589,0.004086722953,0.173663023389,3.115924142269,000247,197.097768805
248,248.000000000,map3d,camera,-2.883494616,0.070228517,7.932770729,0.013382272413,0.976039132716,0.004782018557,0.217130510271,3.110454688295,000248,197.895735481
249,249.000000000,map3d,camera,-2.864185333,0.069949210,7.846358299,0.012881834582,0.964351047332,0.004477632617,0.264274604634,3.109960982012,000249,198.693702156
250,250.000000000,map3d,camera,-2.821293592,0.072989956,7.769204140,0.013254321145,0.950079588190,0.004082147447,0.311699270368,3.107173254743,000250,199.491668831
251,251.000000000,map3d,camera,-2.783616543,0.070984028,7.695026875,0.012596576658,0.930590320410,0.004410227122,0.365818987632,3.105174476081,000251,200.289635507
252,252.000000000,map3d,camera,-2.748225212,0.075461447,7.638704777,0.012245825146,0.912531031004,0.003533908642,0.408808841282,3.103683483052,000252,201.087602182
253,253.000000000,map3d,camera,-2.711714745,0.080382407,7.585805893,0.011921546339,0.891530670879,0.002216211177,0.452797999138,3.102160377948,000253,201.885568857
254,254.000000000,map3d,camera,-2.662107229,0.074876070,7.532538891,0.012050332925,0.856688250846,0.002327515335,0.515688484467,3.092369268433,000254,202.683535533
255,255.000000000,map3d,camera,-2.560193062,0.080244124,7.459858894,0.010840945721,0.807503742949,0.001964090687,0.589759545380,3.076499657182,000255,203.481502208
256,256.000000000,map3d,camera,-2.491320133,0.084278293,7.418628693,0.010014885002,0.762213717092,0.002818417235,0.647241846669,3.025325752221,000256,204.279468883
257,257.000000000,map3d,camera,-2.374433994,0.089106016,7.408652782,0.009836296567,0.701514896662,0.002190215320,0.712583538954,0.821442339935,000257,205.077435558
258,258.000000000,map3d,camera,-2.276077509,0.088671267,7.387001991,0.007800101514,0.648493064022,0.001274303333,0.761179532359,0.075725240760,000258,205.875402234
259,259.000000000,map3d,camera,-2.255144119,0.090073854,7.403009415,0.008849423932,0.633300388161,0.001833338479,0.773853309692,0.070873446180,000259,206.673368909
260,260.000000000,map3d,camera,-2.189859152,0.086511381,7.412261963,0.008388011582,0.661979618681,0.001954987395,0.749472350215,0.113111707095,000260,207.471335584
261,261.000000000,map3d,camera,-2.132431507,0.086888723,7.428878307,0.009144680584,0.658976025396,0.002378417836,0.752104591063,0.118312465205,000261,208.269302260
262,262.000000000,map3d,camera,-2.058470964,0.087842636,7.444656372,0.009054465420,0.652245106280,0.002967465166,0.757948238431,0.108929947214,000262,209.067268935
263,263.000000000,map3d,camera,-1.957098484,0.088449083,7.458692551,0.007827752378,0.647327376202,0.001625135983,0.762170160296,0.077725858257,000263,209.865235610
264,264.000000000,map3d,camera,-1.889339328,0.084164210,7.477910995,0.008308267313,0.631837446487,0.001463640301,0.775055012027,0.063260590850,000264,210.663202286
265,265.000000000,map3d,camera,-1.779177904,0.090818025,7.514087200,0.008902280463,0.599658853786,0.000505641872,0.800206068963,0.040878786481,000265,211.461168961
266,266.000000000,map3d,camera,-1.692259789,0.082791016,7.515138626,0.009750281864,0.570331852699,0.001083881832,0.821355790751,0.036905934497,000266,212.259135636
267,267.000000000,map3d,camera,-1.658249021,0.091968931,7.557923317,0.010034570516,0.587143312224,-0.000178412313,0.809420784558,0.036999855444,000267,213.057102312
268,268.000000000,map3d,camera,-1.590966702,0.085360192,7.585370541,0.009622726636,0.621087124286,-0.000252322303,0.783682412404,0.050537016574,000268,213.855068987
269,269.000000000,map3d,camera,-1.446830869,0.078404710,7.608283043,0.009874627412,0.604115069854,-0.000135136673,0.796835902710,0.043348968275,000269,214.653035662
270,270.000000000,map3d,camera,-1.422646403,0.079354420,7.640125751,0.010322455296,0.653257381224,0.000122264963,0.757065536030,0.093045729727,000270,215.451002338
271,271.000000000,map3d,camera,-1.330551863,0.076610640,7.680481911,0.010393610824,0.738149225257,0.000816462905,0.674556911977,2.960325787946,000271,216.248969013
272,272.000000000,map3d,camera,-1.292882442,0.077910915,7.664291859,0.011232969047,0.713991244137,0.000821904179,0.700064031483,2.420770416924,000272,217.046935688
273,273.000000000,map3d,camera,-1.224618196,0.076688178,7.664447784,0.010114231908,0.708367538498,0.001303509404,0.705770099663,1.788250548279,000273,217.844902364
274,274.000000000,map3d,camera,-1.164029479,0.075646617,7.670170784,0.009723243065,0.733422767187,0.001252368977,0.679702092603,2.934063017259,000274,218.642869039
275,275.000000000,map3d,camera,-1.071738005,0.071857512,7.687157631,0.008909564390,0.769113619994,0.000182299989,0.639049940121,3.065605462017,000275,219.440835714
276,276.000000000,map3d,camera,-1.026951075,0.072145283,7.678072453,0.009546528198,0.795858025754,-0.000445560345,0.605407852706,3.086711732270,000276,220.238802390
277,277.000000000,map3d,camera,-0.941962957,0.071924143,7.693380833,0.009166174661,0.828433738308,-0.000165374040,0.560012049091,3.101352140215,000277,221.036769065
278,278.000000000,map3d,camera,-0.921618700,0.073098332,7.672495365,0.010655825524,0.846386462588,-0.001528695860,0.532460395164,3.103690186669,000278,221.834735740
279,279.000000000,map3d,camera,-0.868825436,0.072421215,7.669013977,0.010846110173,0.869984632235,-0.001014665328,0.492958489148,3.106820160362,000279,222.632702416
280,280.000000000,map3d,camera,-0.771704376,0.076823562,7.648341656,0.010917600556,0.895659512148,-0.001258562091,0.444604611221,3.111096948191,000280,223.430669091
281,281.000000000,map3d,camera,-0.704792380,0.073724069,7.617880821,0.011548772810,0.915458026224,-0.000707105723,0.402247098275,3.111169968919,000281,224.228635766
282,282.000000000,map3d,camera,-0.654460251,0.084515803,7.572324753,0.012906028080,0.932559606916,-0.000610815198,0.360784757013,3.109641677617,000282,225.026602442
283,283.000000000,map3d,camera,-0.573040247,0.068407886,7.523973465,0.011042891156,0.942388477049,0.001461461801,0.334334977245,3.113526429979,000283,225.824569117
284,284.000000000,map3d,camera,-0.543472111,0.081548914,7.464831352,0.013688315603,0.947384303757,0.000532056558,0.319805140556,3.108555578967,000284,226.622535792
285,285.000000000,map3d,camera,-0.488486767,0.083899200,7.408988476,0.013497328317,0.956379563980,0.001283124683,0.291812106194,3.109570401330,000285,227.420502468
286,286.000000000,map3d,camera,-0.457014084,0.078858331,7.361711025,0.013551949412,0.962476420641,0.002080096940,0.271018740264,3.109689110599,000286,228.218469143
287,287.000000000,map3d,camera,-0.401063800,0.087036364,7.302878857,0.012986590865,0.973887841348,0.001703217711,0.226651538670,3.112538022865,000287,229.016435818
288,288.000000000,map3d,camera,-0.366417557,0.075233184,7.261816502,0.014054576047,0.988315870410,0.004753567835,0.151695790252,3.110956820079,000288,229.814402494
289,289.000000000,map3d,camera,-0.344072819,0.075880185,7.193347931,0.012964940727,0.991946201220,0.006135261876,0.125845153895,3.113433239234,000289,230.612369169
290,290.000000000,map3d,camera,-0.324188948,0.077830516,7.096986294,0.013469591291,0.988224287352,0.004381360368,0.152355281099,3.112271827295,000290,231.410335844
291,291.000000000,map3d,camera,-0.283549547,0.076013744,7.031951904,0.013160637972,0.988078522598,0.004904039633,0.153308777260,3.112722017986,000291,232.208302520
292,292.000000000,map3d,camera,-0.250106692,0.075356930,6.971864700,0.012461135280,0.994798766350,0.006049552239,0.100913514922,3.115036034029,000292,233.006269195
